Updated On,State,Total Tested,Tag (Total Tested),Positive,Negative,Unconfirmed,Cumulative People In Quarantine,Total People Currently in Quarantine,Tag (People in Quarantine),Total People Released From Quarantine,People in ICU,People on Ventilators,Num Isolation Beds,Num ICU Beds,Num Ventilators,Total PPE,Total N95 Masks,Test positivity rate,Tests per thousand,Tests per million,Tests per positive case
6/10/2020,Dadra and Nagar Haveli and Daman and Diu,17179,Tested,27,16552,,,,,,,,,,,,,0.16%,17.91,17913,636
6/13/2020,Dadra and Nagar Haveli and Daman and Diu,17649,Tested,28,17021,,,,,,,,,,,,,0.16%,18.4,18404,630
6/14/2020,Dadra and Nagar Haveli and Daman and Diu,18445,Tested,31,17813,,,,,,,,,,,,,0.17%,19.23,19234,595
6/15/2020,Dadra and Nagar Haveli and Daman and Diu,23835,Samples Collected,38,23072,705,,738,Facility,,,,,,,,,0.16%,24.85,24854,627
6/16/2020,Dadra and Nagar Haveli and Daman and Diu,24492,Samples Collected,51,23695,722,,792,Facility,,,,,,,,,0.21%,25.54,25539,480
6/17/2020,Dadra and Nagar Haveli and Daman and Diu,25575,Samples Collected,58,24650,847,,663,Facility,,,,,,,,,0.23%,26.67,26668,441
6/18/2020,Dadra and Nagar Haveli and Daman and Diu,26752,Samples Collected,69,25461,1202,,593,Facility,,,,,,,,,0.26%,27.9,27896,388
6/19/2020,Dadra and Nagar Haveli and Daman and Diu,,,,,,,,,,,,,,,,,,0,0,
6/20/2020,Dadra and Nagar Haveli and Daman and Diu,27617,Samples Collected,93,26901,605,,518,Facility,,,,,,,,,0.34%,28.8,28798,297
6/21/2020,Dadra and Nagar Haveli and Daman and Diu,27839,Samples Collected,97,27241,481,,589,Facility,,,,,,,,,0.35%,29.03,29029,287
6/22/2020,Dadra and Nagar Haveli and Daman and Diu,28364,Samples Collected,112,27572,660,,583,Facility,,,,,,,,,,,,
6/23/2020,Dadra and Nagar Haveli and Daman and Diu,29072,Samples Collected,121,28096,835,,601,Facility,,,,,,,,,,,,
6/24/2020,Dadra and Nagar Haveli and Daman and Diu,29403,Samples Collected,134,28697,552,,554,Facility,,,,,,,,,0.46%,30.66,30660,219
6/25/2020,Dadra and Nagar Haveli and Daman and Diu,30188,Samples Collected,154,29015,999,,590,Facility,,,,,,,,,,,,
6/26/2020,Dadra and Nagar Haveli and Daman and Diu,30768,Samples Collected,169,29580,,,,,,,,,,,,,,,,
4/1/2020,Delhi,2621,Tested,,,2621,,,,,,,,,,,,0.00%,0.13,132,
4/7/2020,Delhi,9041,Tested,576,7308,1157,,3120,Institutional,,,,,,,,,6.37%,0.46,456,16
4/9/2020,Delhi,9968,Tested,720,8643,605,,,,,,,,,,,,7.22%,0.5,503,14
4/10/2020,Delhi,11061,Tested,903,9662,496,,,,,,,,,,,,8.16%,0.56,558,12
4/11/2020,Delhi,11709,Tested,1069,10218,464,,,,,,,,,,,,9.13%,0.59,591,11
4/12/2020,Delhi,14036,Tested,1154,11748,984,,,,,,,,,,,,8.22%,0.71,708,12
4/13/2020,Delhi,15032,Tested,1510,12283,1008,,,,,,,,,,,,10.05%,0.76,759,10
4/14/2020,Delhi,16282,Tested,1561,13748,715,,,,,,,,,,,,9.59%,0.82,822,10
4/15/2020,Delhi,16605,Tested,1578,13865,956,,,,,,,,,,,,9.50%,0.84,838,11
4/16/2020,Delhi,18784,Tested,1640,14692,2251,,,,,,,,,,,,8.73%,0.95,948,11
4/17/2020,Delhi,21409,Tested,1707,16899,2674,,,,,,,,,,,,7.97%,1.08,1080,13
4/18/2020,Delhi,22283,Tested,1893,17449,2799,,,,,,,,,,,,8.50%,1.12,1125,12
4/19/2020,Delhi,24387,Tested,2003,19393,2872,,,,,,,,,,,,8.21%,1.23,1231,12
4/20/2020,Delhi,25900,Tested,2081,20712,2711,,,,,,,,,,,,8.03%,1.31,1307,12
4/21/2020,Delhi,26627,Tested,2156,21810,2354,,,,,,,,,,,,8.10%,1.34,1344,12
4/22/2020,Delhi,28309,Tested,2248,22713,3018,,,,,,,,,,,,7.94%,1.43,1429,13
4/23/2020,Delhi,30560,Tested,2375,24538,3068,,,,,,,,,,,,7.77%,1.54,1542,13
4/24/2020,Delhi,33672,Tested,2514,26552,4128,,,,,,,,,,,,7.47%,1.7,1699,13
4/25/2020,Delhi,35519,Tested,2625,28693,3709,,,,,,,,,,,,7.39%,1.79,1793,14
4/26/2020,Delhi,37613,Tested,2918,31919,2533,,,,,,,,,,,,7.76%,1.9,1898,13
4/27/2020,Delhi,39911,Tested,3108,34145,2401,,,,,,,,,,,,7.79%,2.01,2014,13
4/28/2020,Delhi,43370,Tested,3314,36195,3295,,,,,,,,,,,,7.64%,2.19,2189,13
4/29/2020,Delhi,47225,Tested,3439,39920,,,,,,,,,,,,,7.28%,2.38,2383,14
4/30/2020,Delhi,,Tested,,,,,,,,,,,,,,,,0,0,
5/1/2020,Delhi,,Tested,,,,,,,,,,,,,,,,0,0,
5/2/2020,Delhi,58210,Tested,4122,,,,,,,,,,,,,,7.08%,2.94,2938,14
5/3/2020,Delhi,60246,Tested,4549,,,,,,,,,,,,,,7.55%,3.04,3041,13
5/4/2020,Delhi,64108,Tested,4898,,,,,,,,,,,,,,7.64%,3.24,3235,13
5/5/2020,Delhi,67852,Tested,5104,,,,,,,,,,,,,,7.52%,3.42,3424,13
5/6/2020,Delhi,71934,Tested,5532,,,,,,,,,,,,,,7.69%,3.63,3630,13
5/7/2020,Delhi,77234,Tested,5980,,,,,,,,,,,,,,7.74%,3.9,3898,13
5/8/2020,Delhi,81367,Tested,6318,,,,,,,,,,,,,,7.76%,4.11,4107,13
5/9/2020,Delhi,84226,Tested,6542,,,,,,,,,,,,,,7.77%,4.25,4251,13
5/10/2020,Delhi,93810,Tested,6923,,,,,,,,,,,,,,7.38%,4.73,4735,14
5/11/2020,Delhi,97678,Tested,7233,,,,,,,,,,,,,,7.40%,4.93,4930,14
5/12/2020,Delhi,106109,Tested,7639,,,,,,,,,,,,,,7.20%,5.36,5355,14
5/13/2020,Delhi,113345,Tested,7998,,,,,,,,,,,,,,7.06%,5.72,5720,14
5/14/2020,Delhi,119736,Tested,8470,,,,,,,,,,,,,,7.07%,6.04,6043,14
5/15/2020,Delhi,125189,Tested,8895,,,,,,,,,,,,,,7.11%,6.32,6318,14
5/16/2020,Delhi,130845,Tested,9333,,,,,,,,,,,,,,7.13%,6.6,6604,14
5/17/2020,Delhi,135791,Tested,9755,,,,,,,,,,,,,,7.18%,6.85,6853,14
5/18/2020,Delhi,139727,Tested,10054,,,,,,,,,,,,,,7.20%,7.05,7052,14
5/19/2020,Delhi,145854,Tested,10554,,,,,,,,,,,,,,7.24%,7.36,7361,14
5/20/2020,Delhi,150282,Tested,11088,,,,,,,,,,,,,,7.38%,7.58,7585,14
5/21/2020,Delhi,154385,Tested,11659,,,,,,,,,,,,,,7.55%,7.79,7792,13
5/22/2020,Delhi,160255,Tested,12319,,,,,,,,,,,,,,7.69%,8.09,8088,13
5/23/2020,Delhi,165047,Tested,12910,,,,,,,,,,,,,,7.82%,8.33,8330,13
5/24/2020,Delhi,169873,Tested,13418,,,,,,,,,,,,,,7.90%,8.57,8573,13
5/25/2020,Delhi,174469,Tested,14053,,,,,,,,,,,,,,8.05%,8.81,8805,12
5/26/2020,Delhi,178579,Tested,14465,,,,,,,,,,,,,,8.10%,9.01,9013,12
5/27/2020,Delhi,184362,Tested,15257,,,,,Hospital,,,,,,,,,8.28%,9.3,9305,12
5/28/2020,Delhi,191977,Tested,16281,,,,,,,,,,,,,,8.48%,9.69,9689,12
5/29/2020,Delhi,199626,Tested,17386,,,,,,,,,,,,,,8.71%,10.07,10075,11
5/30/2020,Delhi,206739,Tested,18549,,,,,,,,,,,,,,8.97%,10.43,10434,11
5/31/2020,Delhi,212784,Tested,19844,,,,,,,,,,,,,,9.33%,10.74,10739,11
6/1/2020,Delhi,217537,Tested,20834,,,,,,,,,,,,,,9.58%,10.98,10979,10
6/2/2020,Delhi,223607,Tested,22132,,,,,,,,,,,,,,9.90%,11.29,11285,
6/3/2020,Delhi,230145,Tested,23645,,,,,,,,,,,408,,,10.27%,11.62,11615,
6/4/2020,Delhi,236506,Tested,25004,,,,,,,,,,,420,,,10.57%,11.94,11936,
6/5/2020,Delhi,241693,Tested,26334,,,,,,,,,,,428,,,10.90%,12.2,12198,
6/6/2020,Delhi,246873,Tested,27654,,,,,,,,,8637,,472,,,11.20%,12.46,12460,
6/7/2020,Delhi,251915,Tested,28936,,,,,,,,,,,480,,,11.49%,12.71,12714,
6/8/2020,Delhi,255615,Tested,29943,,,,,,,,,,,512,,,11.71%,12.9,12901,
6/9/2020,Delhi,261079,Tested,31309,,,,,,,,,,,,,,11.99%,13.18,13176,
6/10/2020,Delhi,266156,Tested,32810,,,,,,,,,,,561,,,12.33%,13.43,13433,
6/11/2020,Delhi,271516,Tested,34687,,,,,,,,318,,,584,,,12.78%,13.7,13703,
6/12/2020,Delhi,277463,Tested,36824,,,,,,,,318,,,584,,,13.27%,14,14003,
6/13/2020,Delhi,283239,Tested,38958,,,,,,,,385,,,606,,,13.75%,14.29,14295,
6/14/2020,Delhi,290592,Tested,41182,,,,,,,695,182,,,,,,14.17%,14.67,14666,
6/15/2020,Delhi,296697,Tested,42829,,,,,,,794,197,,,,,,14.44%,14.97,14974,
6/16/2020,Delhi,304483,Tested,44688,,,,,,,802,215,,,,,,14.68%,15.37,15367,
6/17/2020,Delhi,312576,Tested,47102,,,,,,,850,214,,,,,,15.07%,15.78,15776,
6/18/2020,Delhi,321302,Tested,49979,,,,,,,,,,,,,,15.56%,16.22,16216,
6/19/2020,Delhi,334376,Tested,53116,,,,,,,,,,,,,,15.89%,16.88,16876,
6/20/2020,Delhi,351909,Tested,56746,,,,,,,,,,,,,,16.13%,17.76,17761,
6/21/2020,Delhi,370014,Tested,59746,,,,,,,,,,,,,,16.15%,18.67,18674,
6/22/2020,Delhi,384696,Tested,62655,,,,,,,,,,,,,,16.29%,19.42,19415,
6/23/2020,Delhi,401648,Tested,66602,,,,,,,,,,,,,,16.58%,20.27,20271,
6/24/2020,Delhi,420707,Tested,70390,,,,,,,,,,,,,,16.73%,21.23,21233,
6/25/2020,Delhi,438012,Tested,73780,,,,,,,,,13411,,,,,,,,
6/26/2020,Delhi,459156,Tested,77240,,,,,,,,,13411,,,,,,,,
4/2/2020,Goa,220,Samples Sent,5,197,18,,,,,,,,,,,,2.27%,0.142857143,142.8571429,44
4/9/2020,Goa,344,Samples Sent,7,,,,,,,,,,,,,,2.03%,0.22,223,49
4/10/2020,Goa,354,Samples Sent,7,,,,,,,,,,,,,,1.98%,0.23,230,51
4/12/2020,Goa,406,Samples Sent,7,,,,202,Facility,,,,,,,,,1.72%,0.26,264,58
4/13/2020,Goa,440,Samples Sent,7,,,,202,Facility,,,,,,,,,1.59%,0.29,286,63
4/14/2020,Goa,479,Samples Sent,7,,,,202,Facility,,,,,,,,,1.46%,0.31,311,68
4/15/2020,Goa,556,Samples Sent,7,,,,,,,,,,,,,,1.26%,0.36,361,79
4/16/2020,Goa,611,Samples Sent,7,,,,,,,,,,,,,,1.15%,0.4,397,87
4/17/2020,Goa,673,Samples Sent,7,,,,,,,,,,,,,,1.04%,0.44,437,96
4/18/2020,Goa,758,Samples Sent,7,,,,,,,,,,,,,,0.92%,0.49,492,108
4/19/2020,Goa,826,Samples Sent,7,,,,,,,,,,,,,,0.85%,0.54,536,118
4/20/2020,Goa,901,Samples Sent,7,,,,,,,,,,,,,,0.78%,0.59,585,129
4/21/2020,Goa,1004,Samples Sent,7,,,,,,,,,,,,,,0.70%,0.65,652,143
4/22/2020,Goa,1116,Samples Sent,7,,,,,,,,,,,,,,0.63%,0.72,725,159
4/23/2020,Goa,1206,Samples Sent,7,,,,,,,,,,,,,,0.58%,0.78,783,172
4/24/2020,Goa,,Samples Sent,,,,,,,,,,,,,,,,0,0,
4/27/2020,Goa,1541,Samples Sent,7,,,,316,Facility,,,,,,,,,0.45%,1,1001,220
4/28/2020,Goa,1776,Samples Sent,7,,,,330,Facility,,,,,,,,,0.39%,1.15,1153,254
4/29/2020,Goa,1871,Samples Sent,7,,,,347,Facility,,,,,,,,,0.37%,1.21,1215,267
4/30/2020,Goa,2031,Samples Sent,7,,,,430,Facility,,,,,,,,,0.34%,1.32,1319,290
5/1/2020,Goa,2181,Samples Sent,7,,,,468,Facility,,,,,,,,,0.32%,1.42,1416,312
5/2/2020,Goa,2372,Samples Sent,7,,,,584,Facility,,,,,,,,,0.30%,1.54,1540,339
5/3/2020,Goa,2548,Samples Sent,7,,,,805,Facility,,,,,,,,,0.27%,1.65,1655,364
5/4/2020,Goa,2899,Samples Sent,7,,,,981,Facility,,,,,,,,,0.24%,1.88,1882,414
5/5/2020,Goa,3096,Samples Sent,7,,,,1063,Facility,,,,,,,,,0.23%,2.01,2010,442
5/6/2020,Goa,3411,Samples Sent,7,,,,1251,Facility,,,,,,,,,0.21%,2.21,2215,487
5/8/2020,Goa,4140,Samples Sent,7,,,,1661,Facility,,,,,,,,,0.17%,2.69,2688,591
5/9/2020,Goa,4524,Samples Sent,7,,,,1974,Facility,,,,,,,,,0.15%,2.94,2938,646
5/10/2020,Goa,4848,Samples Sent,7,,,,2223,Facility,,,,,,,,,0.14%,3.15,3148,693
5/11/2020,Goa,5307,Samples Sent,7,,,,2503,Facility,,,,,,,,,0.13%,3.45,3446,758
5/14/2020,Goa,6736,Samples Sent,7,,,,3080,Facility,,,,,,,,,0.10%,4.37,4374,962
5/15/2020,Goa,7304,Samples Sent,7,,,,3787,Facility,,,,,,,,,0.10%,4.74,4743,1043
5/16/2020,Goa,8011,Samples Sent,20,,,,4126,Facility,,,,,,,,,0.25%,5.2,5202,401
5/17/2020,Goa,8785,Samples Sent,29,,,,4525,Facility,,,,,,,,,0.33%,5.7,5705,303
5/18/2020,Goa,8785,Samples Sent,29,,,,4525,Facility,,,,,,,,,0.33%,5.7,5705,303
5/19/2020,Goa,9549,Samples Sent,46,,,,5072,Facility,,,,,,,,,0.48%,6.2,6201,208
5/20/2020,Goa,10136,Samples Sent,50,,,,5394,Facility,,,,,,,,,0.49%,6.58,6582,203
5/21/2020,Goa,10859,Samples Sent,52,,,,5773,Facility,,,,,,,,,0.48%,7.05,7051,209
5/22/2020,Goa,11362,Samples Sent,54,,,,6020,Facility,,,,,,,,,0.48%,7.38,7378,210
5/23/2020,Goa,11945,Samples Sent,55,,,,6360,Facility,,,,,,,,,0.46%,7.76,7756,217
5/24/2020,Goa,12499,Samples Sent,66,,,,6713,Facility,,,,,,,,,0.53%,8.12,8116,189
5/25/2020,Goa,12860,Samples Sent,67,,,,6902,Facility,,,,,,,,,0.52%,8.35,8351,192
5/26/2020,Goa,13303,Samples Sent,67,,,,7157,Facility,,,,,,,,,0.50%,8.64,8638,199
5/27/2020,Goa,13911,Samples Sent,68,,,,7231,Facility,,,,,,,,,0.49%,9.03,9033,205
5/28/2020,Goa,14782,Samples Sent,69,,,,7252,Facility,,,,,,,,,0.47%,9.6,9599,214
5/29/2020,Goa,16141,Samples Sent,69,,,,7471,Facility,,,,,,,,,0.43%,10.48,10481,234
5/30/2020,Goa,17871,Samples Sent,70,,,,7482,Facility,,,,,,,,,0.39%,11.6,11605,255
5/31/2020,Goa,19491,Samples Sent,71,,,,7492,Facility,,,,,,,,,0.36%,12.66,12656,275
6/1/2020,Goa,20780,Samples Sent,73,,,,7509,Facility,,,,,,,,,0.35%,13.49,13494,285
6/2/2020,Goa,22378,Samples Sent,79,,,,7633,Facility,,,,,,,,,0.35%,14.53,14531,283
6/3/2020,Goa,23816,Samples Sent,126,,,,7651,Facility,,,,,,,,,0.53%,15.46,15465,189
6/4/2020,Goa,25300,Samples Sent,166,,,,7668,Facility,,,,,,,,,0.66%,16.43,16429,152
6/5/2020,Goa,26208,Samples Sent,196,,,,8083,Facility,,,,,,,,,0.75%,17.02,17018,134
6/6/2020,Goa,27402,Samples Sent,267,,,,8090,Facility,,,,,,,,,0.97%,17.79,17794,103
6/7/2020,Goa,29739,Samples Sent,300,,,,8101,Facility,,,,,,,,,1.01%,19.31,19311,99
6/8/2020,Goa,31455,Samples Sent,330,,,,8175,Facility,,,,,,,,,1.05%,20.43,20425,95
6/9/2020,Goa,32194,Samples Sent,359,,,,8183,Facility,,,,,,,,,1.12%,20.91,20905,90
6/10/2020,Goa,35332,Samples Sent,387,,,,8711,Facility,,,,,,,,,1.10%,22.94,22943,91
6/11/2020,Goa,37858,Samples Sent,417,,,,8941,Facility,,,,,,,,,1.10%,24.58,24583,91
6/12/2020,Goa,39298,Samples Sent,463,,,,8969,Facility,,,,,,,,,1.18%,25.52,25518,85
6/13/2020,Goa,40723,Samples Sent,523,,,,9020,Facility,,,,,,,,,1.28%,26.44,26444,78
6/14/2020,Goa,41835,Samples Sent,564,,,,9136,Facility,,,,,,,,,1.35%,27.17,27166,74
6/15/2020,Goa,42703,Samples Sent,592,,,,9352,Facility,,,,,,,,,1.39%,27.73,27729,72
6/16/2020,Goa,44378,Samples Sent,629,,,,9476,Facility,,,,,,,,,1.42%,28.82,28817,71
6/17/2020,Goa,45685,Samples Sent,656,,,,9765,Facility,,,,,,,,,1.44%,29.67,29666,70
6/18/2020,Goa,46996,Samples Sent,705,,,,9789,Facility,,,,,,,,,1.50%,30.52,30517,67
6/19/2020,Goa,49718,Samples Sent,725,,,,10220,Facility,,,,,,,,,1.46%,32.28,32284,69
6/20/2020,Goa,51404,Samples Sent,754,,,,10258,Facility,,,,,,,,,1.47%,33.38,33379,68
6/21/2020,Goa,52301,Samples Sent,818,,,,10405,Facility,,,,,,,,,1.56%,33.96,33962,64
6/22/2020,Goa,53050,Samples Sent,864,,,,10568,Facility,,,,,,,,,1.63%,34.45,34448,61
6/23/2020,Goa,54781,Samples Sent,909,,,,10747,Facility,,,,,,,,,1.66%,35.57,35572,60
6/24/2020,Goa,56925,Samples Sent,951,,,,10858,Facility,,,,,,,,,,,,
6/25/2020,Goa,58584,Samples Sent,995,,,,11046,Facility,,,,,,,,,,,,
6/26/2020,Goa,60350,Samples Sent,1039,,,,11086,Facility,,,,,,,,,,,,
4/8/2020,Gujarat,4224,Tested,186,3905,133,,12299,All Included,,,,,,1761,,,4.40%,0.06,62,23
4/10/2020,Gujarat,7718,Tested,378,7237,103,,,All Included,,,,,,,,,4.90%,0.11,114,20
4/11/2020,Gujarat,9763,Tested,468,8888,407,,12042,All Included,,,,,,,,,4.79%,0.14,144,21
4/12/2020,Gujarat,11715,Tested,516,10867,332,,14013,All Included,,,,,,,,,4.40%,0.17,172,23
4/13/2020,Gujarat,14251,Tested,572,12970,709,,,All Included,14204,,,,,,,,4.01%,0.21,210,25
4/14/2020,Gujarat,14980,Tested,617,14363,,,,All Included,,,,,,,,,4.12%,0.22,221,24
4/15/2020,Gujarat,19197,Tested,766,18431,0,,15147,All Included,,,,,,,,,3.99%,0.28,283,25
4/16/2020,Gujarat,20903,Tested,929,19974,0,,14906,All Included,,,,,,,,,4.44%,0.31,308,23
4/17/2020,Gujarat,23483,Tested,1099,22339,45,,15914,All Included,,,,,,,,,4.68%,0.35,346,21
4/18/2020,Gujarat,26102,Tested,1376,24726,0,,16925,All Included,,,,,,,,,5.27%,0.38,384,19
4/19/2020,Gujarat,29104,Tested,1743,27361,0,,18540,All Included,,,,,,,,,5.99%,0.43,428,17
4/20/2020,Gujarat,33316,Tested,1939,31377,0,,23749,All Included,,,,,,,,,5.82%,0.49,490,17
4/21/2020,Gujarat,36829,Tested,2178,34651,0,,30354,All Included,,,,,,,,,5.91%,0.54,542,17
4/22/2020,Gujarat,39421,Tested,2407,37014,0,,32317,All Included,,,,,,,,,6.11%,0.58,580,16
4/23/2020,Gujarat,42384,Tested,2624,39760,0,,34409,All Included,,,,,,28,,,6.19%,0.62,624,16
4/24/2020,Gujarat,46743,Tested,2815,41007,2921,,33734,All Included,,,,,,,,,6.02%,0.69,688,17
4/25/2020,Gujarat,48315,Tested,3061,45254,0,,36730,All Included,,,,,,30,,,6.34%,0.71,711,16
4/26/2020,Gujarat,51091,Tested,3301,47790,0,,39535,All Included,,,,,,27,,,6.46%,0.75,752,15
4/27/2020,Gujarat,53575,Tested,3547,50028,0,,40851,All Included,,,,,,,,,6.62%,0.79,789,15
4/28/2020,Gujarat,56101,Tested,3774,52327,0,,41417,All Included,,,,,,,,,6.73%,0.83,826,15
4/29/2020,Gujarat,59488,Tested,4082,55406,0,,42390,All Included,,,,,,,,,6.86%,0.88,876,15
4/30/2020,Gujarat,64007,Tested,4395,59612,0,,45089,All Included,,,,,,,,,6.87%,0.94,942,15
5/1/2020,Gujarat,68774,Tested,4721,64053,0,,43871,All Included,,,,,,,,,6.86%,1.01,1012,15
5/2/2020,Gujarat,74116,Tested,5054,69062,0,,45739,All Included,,,,,,,,,6.82%,1.09,1091,15
5/3/2020,Gujarat,80060,Tested,5428,74632,0,,47147,All Included,,,,,,,,,6.78%,1.18,1178,15
5/4/2020,Gujarat,84648,Tested,5804,78844,0,,50983,All Included,,,,,,,,,6.86%,1.25,1246,15
5/5/2020,Gujarat,89632,Tested,6245,83387,0,,50612,All Included,,,,,,,,,6.97%,1.32,1319,14
5/6/2020,Gujarat,95191,Tested,6625,88566,0,,58063,All Included,,,,,,,,,6.96%,1.4,1401,14
5/7/2020,Gujarat,100553,Tested,7013,93540,0,,66861,All Included,,,,,,,,,6.97%,1.48,1480,14
5/8/2020,Gujarat,105386,Tested,7403,97984,0,,77798,All Included,,,,,,,,,7.02%,1.55,1551,14
5/9/2020,Gujarat,109650,Tested,7797,101853,0,,88864,All Included,,,,,,,,,7.11%,1.61,1614,14
5/10/2020,Gujarat,113493,Tested,8195,105298,0,,103035,All Included,,,,,,,,,7.22%,1.67,1671,14
5/11/2020,Gujarat,116470,Tested,8541,107929,0,,116072,All Included,,,,,,,,,7.33%,1.71,1714,14
5/12/2020,Gujarat,119536,Tested,8903,110633,0,,151147,All Included,,,,,,,,,7.45%,1.76,1760,13
5/13/2020,Gujarat,122297,Tested,9268,113029,0,,,All Included,,,,,,,,,7.58%,1.8,1800,13
5/14/2020,Gujarat,124708,Tested,9591,115117,0,,242866,All Included,,,,,,,,,7.69%,1.84,1836,13
5/15/2020,Gujarat,127859,Tested,9932,117927,0,,267787,All Included,,,,,,,,,7.77%,1.88,1882,13
5/16/2020,Gujarat,138407,Tested,10989,127418,0,,300633,All Included,,,,,,,,,7.94%,2.04,2037,13
5/17/2020,Gujarat,143600,Tested,11380,132220,0,,423882,All Included,,,,,,,,,7.92%,2.11,2114,13
5/18/2020,Gujarat,148824,Tested,11746,137078,0,,441627,All Included,,,,,,,,,7.89%,2.19,2191,13
5/19/2020,Gujarat,154674,Tested,12141,142533,0,,458872,All Included,,,,,,,,,7.85%,2.28,2277,13
5/20/2020,Gujarat,160772,Tested,12539,148233,0,,476084,All Included,,,,,,,,,7.80%,2.37,2367,13
5/21/2020,Gujarat,166152,Tested,12910,153242,0,,496730,All Included,,,,,,,,,7.77%,2.45,2446,13
5/22/2020,Gujarat,172562,Tested,13273,159289,0,,431143,All Included,,,,,,,,,7.69%,2.54,2540,13
5/23/2020,Gujarat,178068,Tested,13669,164399,0,,482434,All Included,,,,,,,,,7.68%,2.62,2621,13
5/24/2020,Gujarat,182868,Tested,14056,168806,6,,465312,All Included,,,,,,,,,7.69%,2.69,2692,13
5/25/2020,Gujarat,186361,Tested,14468,171893,0,,442597,All Included,,,,,,,,,7.76%,2.74,2743,13
5/26/2020,Gujarat,189313,Tested,14821,,,,364603,All Included,,,,,,,,,7.83%,2.79,2787,13
5/27/2020,Gujarat,193863,Tested,15203,,,,352319,All Included,,,,,,,,,7.84%,2.85,2854,13
5/28/2020,Gujarat,198048,Tested,15572,,,,313729,All Included,,,,,,,,,7.86%,2.92,2915,13
5/29/2020,Gujarat,201481,Tested,15944,,,,272409,All Included,,,,,,,,,7.91%,2.97,2966,13
5/30/2020,Gujarat,205780,Tested,16356,,,,253845,All Included,,,,,,,,,7.95%,3.03,3029,13
5/31/2020,Gujarat,211930,Tested,16794,,,,244999,All Included,,,,,,,,,7.92%,3.12,3120,13
6/1/2020,Gujarat,216258,Tested,17217,,,,241046,All Included,,,,,,,,,7.96%,3.18,3183,13
6/2/2020,Gujarat,221610,Tested,17632,,,,235017,All Included,,,,,,,,,7.96%,3.26,3262,13
6/3/2020,Gujarat,227898,Tested,18117,,,,232833,All Included,,,,,,,,,7.95%,3.35,3355,13
6/4/2020,Gujarat,233921,Tested,18609,,,,220695,All Included,,,,,,,,,7.96%,3.44,3443,13
6/5/2020,Gujarat,239911,Tested,19119,,,,221149,All Included,,,,,,,,,7.97%,3.53,3531,13
6/6/2020,Gujarat,245606,Tested,19617,,,,216130,All Included,,,,,,,,,7.99%,3.62,3615,13
6/7/2020,Gujarat,251686,Tested,20097,,,,211589,All Included,,,,,,,,,7.98%,3.7,3705,13
6/8/2020,Gujarat,256289,Tested,20574,,,,210438,All Included,,,,,,,,,8.03%,3.77,3773,12
6/9/2020,Gujarat,261587,Tested,21044,,,,209673,All Included,,,,,,,,,8.04%,3.85,3850,12
6/10/2020,Gujarat,266404,Tested,21554,,,,212291,All Included,,,,,,,,,8.09%,3.92,3921,12
6/11/2020,Gujarat,272924,Tested,22067,,,,207073,All Included,,,,,,,,,8.09%,4.02,4017,12
6/12/2020,Gujarat,278137,Tested,22562,,,,212887,All Included,,,,,,,,,8.11%,4.09,4094,12
6/13/2020,Gujarat,283623,Tested,23079,,,,211867,All Included,,,,,,,,,8.14%,4.17,4175,12
6/14/2020,Gujarat,288565,Tested,23590,,,,214885,All Included,,,,,,,,,8.17%,4.25,4248,12
6/15/2020,Gujarat,292909,Tested,24104,,,,211867,All Included,,,,,,,,,8.23%,4.31,4312,12
6/16/2020,Gujarat,296335,Tested,24628,,,,212905,All Included,,,,,,,,,8.31%,4.36,4362,12
6/17/2020,Gujarat,303671,Tested,25148,,,,218142,All Included,,,,,,,,,8.28%,4.47,4470,12
6/18/2020,Gujarat,308744,Tested,25658,,,,210803,All Included,,,,,,,,,8.31%,4.54,4545,12
6/19/2020,Gujarat,314301,Tested,26198,,,,217590,All Included,,,,,,,,,8.34%,4.63,4626,12
6/20/2020,Gujarat,319414,Tested,26737,,,,219911,All Included,,,,,,,,,8.37%,4.7,4702,12
6/21/2020,Gujarat,324874,Tested,27317,,,,223450,All Included,,,,,,,,,8.41%,4.78,4782,12
6/22/2020,Gujarat,329343,Tested,27880,,,,224139,All Included,,,,,,,,,8.47%,4.85,4848,12
6/23/2020,Gujarat,334326,Tested,28429,,,,228177,All Included,,,,,,,,,8.50%,4.92,4921,12
6/24/2020,Gujarat,340080,Tested,29001,,,,229137,All Included,,,,,,,,,,,,
6/25/2020,Gujarat,345278,Tested,29578,,,,229768,All Included,,,,,,,,,,,,
6/26/2020,Gujarat,351179,Tested,30158,321021,,,234424,All Included,,,,,,,,,,,,
4/3/2020,Haryana,1325,Samples Sent,44,938,343,,,,,,,,,,,,3.32%,0.05,46,30
4/7/2020,Haryana,2520,Samples Sent,141,1821,558,,,,,,,,,,,,5.60%,0.09,88,18
4/8/2020,Haryana,2650,Samples Sent,153,1885,612,,,,,,,8649,,,,,5.77%,0.09,92,17
4/9/2020,Haryana,2964,Samples Sent,156,2017,719,,,,,,,,,,,,5.26%,0.1,103,19
4/10/2020,Haryana,3527,Samples Sent,162,2447,918,,,,,,,,,,,,4.59%,0.12,123,22
4/11/2020,Haryana,3663,Samples Sent,165,2472,1026,,,,,,,,,,,,4.50%,0.13,128,22
4/12/2020,Haryana,3903,Samples Sent,181,2513,1209,,,,,,,,,,,,4.64%,0.14,136,22
4/13/2020,Haryana,4489,Samples Sent,182,2961,1346,,,,,,,,,,,,4.05%,0.16,157,25
